Event ID,Team 1 ID,RatingTotal,Rank
2211,6342,0,64,
2211,6474,0,8,
2211,6681,0,9795,
2211,6773,1,12264,
2212,4688,1,0416,
2212,4869,0,93756,
2212,5310,1,1354,
2212,5422,1,13867,
2212,6133,0,98761,
2212,6137,0,996,
2212,6372,0,795,
2212,6902,1,273,
2213,6134,1,231,
2213,6896,0,88,
2214,6118,1,3935,
2214,6238,0,8712,
2214,6366,0,752,
2214,6981,1,23933,
2215,4869,0,901,
2215,5310,1,14884,
2215,5395,1,11,
2215,6959,1,01333,
2216,5258,0,834,
2216,6681,1,2332,
2216,6915,0,67444,
2216,6916,1,2135,
2217,4791,1,27333,
2217,5176,1,00033,
2217,5258,0,954,
2217,6109,1,227,
2217,6192,0,948,
2217,6248,1,414,
2217,6339,0,684,
2217,6474,1,012,
2217,6598,1,035,
2217,6714,1,069,
2217,6715,0,711,
2217,6774,1,279,
2218,4982,1,403,
2218,6917,0,766,
2219,5176,0,9825,
2219,5258,1,036,
2219,6109,0,983,
2219,6248,1,2224,
2219,6355,0,936,
2219,6747,1,1,
2219,6774,1,16575,
2219,6899,0,843,
2221,5338,1,032,
2221,6469,1,575,
2221,6668,1,15,
2221,6752,0,937,
2221,6918,0,901,
2221,6919,1,213,
2221,6920,0,633,
2221,6921,1,12333,
2222,4791,1,169,
2222,6010,0,98733,
2222,6468,1,08283,
2222,6922,0,837,
2223,5996,1,06729,
2223,6118,1,16535,
2223,6386,0,833,
2223,6615,1,2858,
2223,6673,0,96225,
2223,6736,1,19612,
2223,6864,0,74375,
2223,6981,0,841,
2224,6302,1,08593,
2224,6408,0,977,
2224,6668,1,19665,
2224,6684,1,0425,
2224,6919,1,064,
2224,6920,1,02033,
2224,6921,0,685,
2224,6923,1,02675,
2226,6033,1,33233,
2226,6618,0,898,
2226,6619,0,764,
2226,6621,0,93,
2226,6785,1,1375,
2226,6798,0,90543,
2227,4863,1,34267,
2227,6502,1,1137,
2227,6504,1,02314,
2227,6635,0,962,
2227,6898,0,817,
2227,6908,1,25725,
2227,6924,0,886,
2227,6925,0,566,
2228,4501,0,962,
2228,4548,1,296,
2228,4869,1,172,
2228,5214,0,894,
2228,6368,1,066,
2228,6432,0,892,
2228,6639,0,886,
2228,6652,0,784,
2228,6807,0,88,
2228,6849,1,225,
2228,6865,1,262,
2228,6942,0,376,
2228,6943,0,93,
2228,6944,1,043,
2228,6945,1,087,
2228,6946,0,732,
2229,4548,0,822,
2229,4869,1,0208,
2229,5310,1,2424,
2229,5422,1,3385,
2229,6137,1,203,
2229,6226,0,972,
2229,6368,0,619,
2229,6372,1,2125,
2229,6639,1,0215,
2229,6686,1,05434,
2229,6724,1,05267,
2229,6849,0,952,
2229,6865,0,992,
2229,6902,1,02233,
2229,6944,1,04,
2229,6945,0,689,
2230,6033,1,0735,
2230,6618,1,0285,
2230,6619,1,1201,
2230,6621,0,953,
2230,6785,0,945,
2230,6789,1,1934,
2230,6947,0,98067,
2230,6950,1,046,
2231,5829,1,14975,
2231,6951,0,837,
2231,6952,0,978,
2231,6953,0,99,
2231,6954,1,02967,
2231,6955,0,95111,
2231,6956,1,21393,
2232,4469,0,90914,
2232,4501,1,21609,
2232,4548,1,29067,
2232,4579,1,0303,
2232,4602,0,9475,
2232,4674,1,17544,
2232,4682,1,03,
2232,4688,1,07943,
2232,4869,1,0816,
2232,5395,1,15526,
2232,5412,0,9745,
2232,5929,1,08712,
2232,6133,1,13012,
2232,6134,0,91111,
2232,6167,1,256,
2232,6220,0,84634,
2232,6222,0,992,
2232,6302,0,73117,
2232,6407,1,12564,
2232,6408,1,19225,
2232,6651,1,11533,
2232,6652,0,98785,
2232,6670,1,006,
2232,6686,1,04136,
2232,6807,1,18343,
2232,6865,0,90133,
2232,6871,0,68488,
2232,6905,0,592,
2232,6959,1,09,
2232,6976,1,24267,
2232,6982,0,89056,
2232,7019,1,206,
2232,7020,1,14689,
2232,7023,0,893,
2232,7028,1,2576,
2232,7039,0,997,
2232,7059,1,2054,
2232,7074,0,841,
2233,4494,1,14067,
2233,6859,0,992,
2234,4501,1,018,
2234,4559,1,282,
2234,4602,0,794,
2234,4682,1,53,
2234,4688,1,048,
2234,4822,0,902,
2234,5034,1,08,
2234,5395,1,478,
2234,6133,1,22,
2234,6652,1,07,
2234,6897,1,112,
2234,6944,0,556,
2234,6960,1,06,
2234,6961,1,044,
2234,6962,0,978,
2234,6963,0,636,
2235,4548,1,08,
2235,4559,0,673,
2235,4682,0,99367,
2235,4688,1,13217,
2235,4869,1,2136,
2235,5395,0,941,
2235,5929,0,96,
2235,6133,0,86333,
2235,6639,1,03867,
2235,6652,1,054,
2235,6686,1,1816,
2235,6865,1,0385,
2235,6897,0,78,
2235,6902,1,332,
2235,6959,1,248,
2235,6961,0,732,
2236,5412,1,087,
2236,5695,1,071,
2238,4559,1,19034,
2238,4602,1,25416,
2238,4688,1,1852,
2238,4736,1,0874,
2238,4868,0,786,
2238,5524,1,12092,
2238,5944,0,732,
2238,6133,1,424,
2238,6620,1,12267,
2238,6652,0,9472,
2238,6722,0,97633,
2238,6796,0,943,
2238,6807,1,1857,
2238,6964,0,917,
2238,6965,0,816,
2238,6966,0,9185,
2238,6976,0,983,
2239,4608,1,16175,
2239,4991,1,03266,
2239,5378,1,13434,
2239,5973,0,94371,
2239,5995,0,859,
2239,6137,0,876,
2239,6615,1,09867,
2239,6665,1,0235,
2240,4791,1,222,
2240,6109,0,982,
2240,6248,1,047,
2240,6774,0,9912,
2241,6417,0,9782,
2241,6418,1,14504,
2241,6419,1,1358,
2241,6420,1,03409,
2242,6618,1,13,
2242,6619,0,92,
2242,6785,1,19134,
2242,6798,1,1335,
2242,6968,0,766,
2242,6969,0,968,
2243,4501,1,19416,
2243,5122,1,06633,
2243,5395,0,831,
2243,6859,1,06333,
2244,6762,1,146,
2244,6970,0,991,
2245,4606,1,04734,
2245,4736,1,022,
2245,5214,0,947,
2245,6584,1,13816,
2246,6497,1,13533,
2246,6971,0,99333,
2247,5922,0,89267,
2247,5996,1,27175,
2247,6135,1,03207,
2247,6366,1,07375,
2247,6386,1,3337,
2247,6680,1,03967,
2247,6792,0,92712,
2247,6869,1,10041,
2247,6914,1,18366,
2247,6972,0,9138,
2247,6973,1,06733,
2247,6974,0,668,
2247,6975,0,91325,
2248,4411,0,7825,
2248,4991,0,95866,
2248,5752,1,0256,
2248,5973,0,9985,
2248,5995,1,27862,
2248,5996,1,079,
2248,6290,1,02825,
2248,6665,0,882,
2249,4922,1,05834,
2249,4982,1,339,
2249,5082,0,89,
2249,5686,0,867,
2250,4602,0,904,
2250,6978,1,18067,
2251,6399,0,815,
2251,6400,1,354,
2252,6618,1,03115,
2252,6619,1,11584,
2252,6621,1,32404,
2252,6785,1,1932,
2252,6789,1,09825,
2252,6798,1,0372,
2252,6799,0,99708,
2252,6968,0,8557,
2253,4675,0,929,
2253,5941,1,0885,
2253,6131,1,1775,
2253,6718,0,772,
2253,6889,0,756,
2253,6994,1,0915,
2253,6995,0,817,
2253,7009,1,27225,
2254,4501,1,09235,
2254,4548,1,11258,
2254,4591,0,9985,
2254,4602,1,08233,
2254,4674,1,06603,
2254,5395,1,12161,
2254,5412,0,85122,
2254,5929,1,27833,
2254,6133,1,18763,
2254,6134,1,07825,
2254,6407,0,99931,
2254,6686,1,20887,
2254,6758,1,273,
2254,6762,0,90991,
2254,6832,1,0094,
2254,6865,1,01715,
2254,6896,0,99521,
2254,6959,1,10428,
2254,6976,0,84,
2254,6982,0,97145,
2254,7019,1,23063,
2254,7059,1,131,
2255,4501,1,032,
2255,4548,1,1195,
2255,4602,1,1564,
2255,4682,1,2063,
2255,4688,1,227,
2255,5122,1,176,
2255,5395,1,05322,
2255,6058,0,934,
2255,6222,1,0145,
2255,6343,0,855,
2255,6597,1,00629,
2255,6629,1,2045,
2255,6670,1,19933,
2255,6740,0,716,
2255,6807,1,3393,
2255,6859,0,631,
2255,6865,0,9989,
2255,6923,0,7085,
2255,6999,0,798,
2255,7018,1,0995,
2255,7028,1,04333,
2255,7039,0,96935,
2255,7059,1,193,
2255,7074,0,909,
2256,4863,1,492,
2256,6773,0,68867,
2257,6710,1,194,
2257,6983,0,95,
2258,4494,1,2985,
2258,4863,0,91117,
2258,5310,1,0825,
2258,5422,1,10867,
2258,5752,1,004,
2258,5988,1,078,
2258,5991,1,138,
2258,5995,1,19225,
2258,6211,1,04533,
2258,6301,1,02934,
2258,6615,1,185,
2258,6651,1,008,
2258,6667,1,29533,
2258,6668,0,92,
2258,6684,0,93533,
2258,7010,1,173,
2259,5412,1,1556,
2259,5695,0,8984,
2259,6576,1,01,
2259,6745,1,276,
2260,6628,1,11667,
2260,6991,1,00667,
2261,4411,1,06631,
2261,4494,0,9005,
2261,4608,0,9536,
2261,4863,0,81266,
2261,5752,1,081,
2261,5973,1,064,
2261,5995,0,9088,
2261,6137,1,17841,
2261,6665,1,1548,
2261,6667,1,24774,
2261,7010,1,05184,
2261,7175,0,9408,
2262,4501,1,07292,
2262,4602,0,98216,
2262,5599,1,1275,
2262,5929,1,10159,
2262,6133,1,17896,
2262,6134,1,24369,
2262,6686,1,02567,
2262,6896,0,94884,
2262,6959,0,787,
2262,6998,0,895,
2263,4863,1,304,
2263,4865,1,106,
2263,6502,0,723,
2263,6504,0,847,
2263,6773,1,1592,
2263,6899,1,001,
2263,6908,1,072,
2264,5378,0,912,
2264,5395,1,21467,
2265,6033,0,676,
2265,6618,1,012,
2265,6619,0,90833,
2265,6621,1,43183,
2266,4781,0,99117,
2266,5306,0,675,
2266,5599,1,338,
2266,6998,1,15333,
2268,5524,0,997,
2268,6620,1,3165,
2268,7007,0,89333,
2268,7008,0,901,
2269,4606,0,944,
2269,4781,0,862,
2269,4982,1,16535,
2269,5524,0,7,
2269,6220,1,142,
2269,6343,1,009,
2269,6686,1,05834,
2269,6724,1,13964,
2269,6758,0,926,
2269,6896,1,05835,
2269,6923,0,9915,
2269,7018,0,938,
2269,7020,1,21825,
2269,7073,0,914,
2269,7145,0,868,
2270,4501,1,39,
2270,4559,0,838,
2270,4602,1,18,
2270,4674,1,28,
2270,4736,1,018,
2270,5598,0,842,
2270,6407,1,422,
2270,6408,1,068,
2270,6807,0,712,
2270,6865,0,89,
2270,6896,1,186,
2270,6960,0,732,
2270,7002,1,304,
2270,7004,0,86,
2270,7005,1,25,
2270,7006,0,924,
2271,4501,0,92692,
2271,4602,1,09367,
2271,4674,1,12533,
2271,4688,1,10483,
2271,4869,1,082,
2271,5395,0,98716,
2271,5929,0,95333,
2271,6302,0,99867,
2271,6407,1,00333,
2271,6408,1,11836,
2271,6651,1,00334,
2271,6669,1,05957,
2271,6686,1,20669,
2271,6896,0,958,
2271,7002,0,95071,
2271,7005,0,876,
2272,4922,1,018,
2272,4982,1,1347,
2272,6762,0,876,
2272,6810,1,15,
2273,5996,1,257,
2273,6792,1,019,
2273,6869,0,916,
2273,6981,0,999,
2274,6322,1,154,
2274,7011,0,94867,
2275,4501,1,348,
2275,4548,1,542,
2275,4674,0,636,
2275,5093,1,298,
2275,5929,1,242,
2275,6131,1,13,
2275,6343,1,108,
2275,6670,0,932,
2275,6762,0,814,
2275,6897,1,27,
2275,6944,1,288,
2275,6960,0,806,
2275,6967,0,848,
2275,7009,0,834,
2275,7014,0,824,
2275,7016,1,03,
2276,6785,1,181,
2276,6789,1,0908,
2276,6798,0,94,
2276,6947,1,098,
2276,6950,0,941,
2276,6969,0,952,
2276,7012,0,936,
2276,7013,1,069,
2277,4501,1,034,
2277,4548,1,029,
2277,4602,1,18033,
2277,4869,1,1585,
2277,5093,0,745,
2277,5395,1,0724,
2277,5599,0,9885,
2277,5929,1,07686,
2277,6131,0,90867,
2277,6167,1,19457,
2277,6343,0,796,
2277,6651,1,1125,
2277,6668,0,957,
2277,6686,1,072,
2277,6897,0,811,
2277,6944,0,95667,
2278,4608,0,868,
2278,5378,1,265,
2278,6977,0,877,
2278,7017,1,313,
2279,6415,1,614,
2279,6627,0,552,
2279,6628,0,98133,
2279,6854,1,15333,
2280,4863,1,362,
2280,4864,1,11367,
2280,5258,0,773,
2280,5798,1,03489,
2280,6109,1,19675,
2280,6248,1,02158,
2280,6342,1,02267,
2280,6353,0,99064,
2280,6355,0,61,
2280,6445,0,898,
2280,6474,1,31433,
2280,6714,1,15688,
2280,6747,1,08033,
2280,6773,1,3252,
2280,6774,0,93532,
2280,6898,0,8595,
2280,7029,1,14575,
2281,4501,1,11625,
2281,4602,1,02767,
2281,4682,0,879,
2281,5034,1,076,
2281,5929,0,95333,
2281,6652,1,338,
2281,6871,0,798,
2281,7020,1,13275,
2281,7023,0,913,
2282,6134,0,87,
2282,6686,1,1864,
2282,6896,1,11467,
2282,7021,0,845,
2283,5524,1,056,
2283,6620,1,05,
2283,6636,0,93067,
2283,6780,1,00167,
2283,6807,1,16771,
2283,6835,0,855,
2283,6946,1,16029,
2283,7022,0,871,
2284,4865,1,17333,
2284,6502,1,00475,
2284,6504,1,015,
2284,6747,0,89175,
2284,6773,1,45525,
2284,6899,0,9115,
2284,6908,1,06133,
2284,7024,1,182,
2285,5005,1,12475,
2285,5752,1,2338,
2285,5974,0,984,
2285,5996,1,044,
2285,6117,0,668,
2285,6301,0,899,
2285,6386,0,999,
2285,6615,0,9205,
2285,6673,1,054,
2285,6680,1,04493,
2285,6736,1,1965,
2285,7010,1,12123,
2285,7099,0,672,
2285,7157,0,97467,
2285,7175,1,1382,
2286,5005,0,839,
2286,5973,1,197,
2286,5974,0,6865,
2286,5991,1,193,
2286,5995,1,1198,
2286,6615,1,34722,
2286,6673,0,88834,
2286,7175,1,08516,
2288,4863,1,3075,
2288,6502,1,0944,
2288,6773,1,13,
2288,6898,0,8085,
2289,4688,1,211,
2289,7039,0,95,
2290,4863,1,25625,
2290,4865,0,597,
2290,6474,1,212,
2290,6502,0,98993,
2290,6635,0,82,
2290,6773,1,246,
2290,6898,1,01385,
2290,6899,0,825,
2291,6303,1,13325,
2291,6304,1,032,
2291,6305,0,602,
2291,6306,0,615,
2291,6307,1,0565,
2291,6308,1,08974,
2291,6309,1,16867,
2291,6310,1,11833,
2291,6311,1,19083,
2291,6312,0,793,
2291,6314,0,95117,
2291,6315,0,9235,
2291,6316,0,636,
2291,7040,0,90333,
2291,7041,1,17086,
2291,7042,1,06621,
2291,7043,1,091,
2291,7044,1,004,
2291,7046,1,0225,
2291,7047,0,99,
2291,7048,1,06,
2291,7049,0,649,
2291,7050,1,14595,
2291,7054,1,25184,
2292,5407,0,628,
2292,5435,1,0732,
2292,5524,1,275,
2292,6131,1,0405,
2292,6222,0,94467,
2292,6491,0,916,
2292,7076,0,779,
2292,7080,1,338,
2293,4970,1,072,
2293,5412,1,1975,
2293,6745,1,229,
2293,7055,0,7808,
2294,6715,1,43933,
2294,7056,0,73733,
2295,6117,1,1745,
2295,6386,1,19134,
2295,6864,0,846,
2295,7057,0,903,
2296,4501,1,15441,
2296,4602,1,0474,
2296,4674,1,00333,
2296,4688,0,922,
2296,5929,1,0845,
2296,6131,0,94716,
2296,6133,1,222,
2296,6134,1,182,
2296,6407,1,06371,
2296,6686,1,11173,
2296,6756,0,84584,
2296,6807,0,90467,
2296,6871,0,572,
2296,6896,1,013,
2296,6959,1,08025,
2296,7020,1,0838,
2296,7058,1,07866,
2296,7074,0,93467,
2296,7157,0,991,
2297,6178,1,70909,
2297,6179,0,81923,
2298,4606,0,9528,
2298,7028,1,413,
2298,7062,1,2225,
2298,7063,0,7175,
2299,5524,1,09083,
2299,7007,1,25697,
2299,7061,0,797,
2299,7064,0,988,
2300,4559,1,0405,
2300,4674,1,1905,
2300,5034,0,952,
2300,6368,0,938,
2301,5293,1,21687,
2301,5607,1,17928,
2301,5680,1,26197,
2301,5740,0,84716,
2301,6010,1,07615,
2301,6161,1,08405,
2301,6176,0,94964,
2301,6468,0,91102,
2301,7065,0,9218,
2301,7066,1,29806,
2301,7067,0,89975,
2301,7077,1,08244,
2302,4554,0,8905,
2302,4822,1,08866,
2302,5617,1,26767,
2302,7068,1,13567,
2303,6342,1,029,
2303,6474,1,2331,
2303,6477,0,952,
2303,6485,1,18433,
2303,6487,1,15542,
2303,6490,1,059,
2303,7069,0,89333,
2303,7070,0,86634,
2303,7071,0,75333,
2303,7072,0,821,
2304,6745,1,011,
2304,7073,1,1215,
2305,6202,1,38722,
2305,6203,0,498,
2305,6204,1,343,
2305,6205,1,08769,
2305,6206,1,235,
2305,6207,0,639,
2305,6208,1,14433,
2305,6209,0,85778,
2305,6210,1,0897,
2305,7075,0,327,
2306,4411,1,06066,
2306,4494,1,084,
2306,5422,1,0588,
2306,5752,1,21578,
2306,5973,0,8,
2306,5991,1,174,
2306,6137,1,12273,
2306,6615,1,113,
2306,6667,0,987,
2306,6673,0,7335,
2306,7010,0,877,
2307,4863,1,1865,
2307,6773,0,9195,
2308,6322,0,94267,
2308,6597,1,3015,
2308,6669,0,9828,
2308,6921,1,0375,
2309,4863,1,18867,
2309,6773,0,96933,
2310,5680,1,007,
2310,6010,1,05914,
2310,6176,0,9905,
2310,7077,1,16686,
2311,5106,1,3178,
2311,5133,1,17867,
2311,5139,1,21969,
2311,5142,1,09878,
2311,6208,0,97747,
2311,6273,1,06195,
2311,6279,0,70065,
2311,6308,0,84593,
2312,6785,1,00933,
2312,6798,0,939,
2312,6947,1,1064,
2312,7081,1,09466,
2313,5005,0,902,
2313,5752,1,18675,
2313,5996,1,18875,
2313,6386,0,696,
2313,6680,1,219,
2313,6736,1,1115,
2313,6792,0,952,
2313,6981,0,756,
2314,4559,1,15434,
2314,4602,0,96,
2314,4688,0,93425,
2314,4869,1,04,
2314,5929,1,21774,
2314,6865,1,03675,
2314,7028,0,944,
2314,7039,0,908,
2315,4602,0,785,
2315,4688,1,10634,
2315,4869,0,95859,
2315,5395,1,15166,
2315,5929,1,06617,
2315,6134,1,3238,
2315,6686,1,08817,
2315,6724,0,7835,
2315,6865,0,87333,
2315,6871,0,6005,
2315,6896,0,89783,
2315,6959,1,2624,
2315,7020,0,8665,
2315,7028,1,10817,
2315,7058,1,202,
2315,7059,1,16467,
2315,7157,1,188,
2316,6871,1,14914,
2316,7082,1,14333,
2316,7083,1,01514,
2316,7084,0,90933,
2317,4803,1,26283,
2317,5273,1,05867,
2317,5428,1,00734,
2317,5819,0,74,
2317,6793,0,914,
2317,7014,1,14125,
2317,7022,0,882,
2317,7085,1,014,
2318,4864,1,00514,
2318,4865,1,082,
2318,6502,1,17086,
2318,6504,1,2895,
2318,6635,1,0092,
2318,6747,1,18375,
2318,6790,0,90857,
2318,6898,1,114,
2318,6899,1,064,
2318,6908,1,2163,
2318,7024,1,3474,
2318,7086,0,9386,
2318,7091,1,065,
2318,7092,1,12067,
2318,7093,0,83686,
2318,7094,0,9028,
2319,4688,1,2582,
2319,4863,1,0995,
2319,6502,1,064,
2319,6635,0,814,
2319,6773,1,0865,
2319,6908,0,89467,
2319,7059,1,21766,
2319,7086,0,6015,
2320,5293,1,122,
2320,5680,0,88833,
2320,6010,0,835,
2320,7077,1,3092,
2321,4688,1,1532,
2321,5122,1,011,
2321,5395,1,316,
2321,6807,0,96391,
2321,7060,1,06,
2321,7074,0,92,
2321,7087,0,952,
2322,7085,1,00067,
2322,7095,1,03216,
2322,7183,1,169,
2323,4863,1,2455,
2323,6747,1,02934,
2323,6773,1,126,
2323,7111,0,8765,
2324,4602,1,06775,
2324,5422,1,13775,
2324,5831,0,749,
2324,6665,1,2108,
2324,6807,0,78,
2324,6978,1,022,
2324,7157,0,99325,
2324,7175,1,0844,
2325,4411,1,22621,
2325,4608,0,898,
2325,4863,1,09875,
2325,5310,0,999,
2325,5378,0,877,
2325,5422,1,12085,
2325,5752,1,14583,
2325,5988,0,92434,
2325,5991,1,08575,
2325,5995,1,03883,
2325,6474,0,738,
2325,6665,1,01771,
2325,6667,1,3115,
2325,6773,0,908,
2325,6902,1,17966,
2325,7175,1,08967,
2326,4602,1,13485,
2326,6220,1,0332,
2326,6724,0,751,
2326,6896,0,715,
2326,7020,1,34867,
2326,7028,1,21429,
2326,7039,1,10577,
2326,7060,1,014,
2326,7074,0,83383,
2327,6322,0,812,
2327,6756,1,33133,
2329,4501,0,96513,
2329,4688,1,09017,
2329,4869,0,9715,
2329,5310,1,16063,
2329,5395,0,85834,
2329,5422,1,14712,
2329,5988,0,84933,
2329,5991,1,0717,
2329,6134,1,048,
2329,6651,0,93771,
2329,6667,0,566,
2329,6686,0,93467,
2329,6896,1,04517,
2329,6902,1,12527,
2329,6959,1,04818,
2329,7020,1,08028,
2329,7059,1,20237,
2329,7060,0,98687,
2329,7073,0,981,
2330,5153,0,87084,
2330,5154,1,1065,
2330,5158,1,32543,
2330,6293,0,666,
2330,6294,1,28375,
2330,6403,1,0792,
2330,6569,1,08275,
2330,6764,0,628,
2330,6765,0,98,
2330,7100,0,912,
2331,6271,1,35371,
2331,6272,0,997,
2331,6273,1,3885,
2331,7096,0,9245,
2331,7097,0,614,
2331,7098,0,72,
2332,6864,1,163,
2332,6981,0,954,
2333,5415,1,2484,
2333,6131,0,782,
2333,6368,0,916,
2333,6889,1,05,
2334,4591,1,111,
2334,4602,0,684,
2334,5061,1,036,
2334,5422,1,18,
2334,5455,0,69133,
2334,6665,1,253,
2334,6807,0,732,
2334,6946,0,946,
2335,4559,1,1893,
2335,6220,1,09615,
2335,6724,0,941,
2335,7018,0,99683,
2335,7020,1,07488,
2335,7028,1,17525,
2335,7039,0,8985,
2335,7074,1,1243,
2336,6630,0,955,
2336,6798,1,122,
2336,6799,0,99533,
2336,7137,1,1,
2337,4863,1,3624,
2337,4865,1,32283,
2337,5680,0,90433,
2337,6474,0,99233,
2337,6502,1,1,
2337,6504,1,0465,
2337,6773,1,3744,
2337,6898,0,8375,
2337,6899,0,867,
2337,6908,0,641,
2337,7024,1,20533,
2337,7092,1,154,
2338,4863,1,067,
2338,6773,1,0735,
2339,6618,0,9,
2339,6619,0,974,
2339,6621,1,2448,
2339,6789,1,25,
2340,4501,1,13564,
2340,4559,0,92733,
2340,4602,1,13383,
2340,4674,1,18729,
2340,4688,1,2745,
2340,4773,0,9395,
2340,4869,1,05875,
2340,5158,1,02033,
2340,5395,1,0548,
2340,5596,1,2412,
2340,5929,1,19862,
2340,6134,1,097,
2340,6199,1,1005,
2340,6290,0,97,
2340,6368,0,9795,
2340,6651,1,14875,
2340,6724,1,0832,
2340,6762,0,97,
2340,6896,0,99267,
2340,6908,0,94633,
2340,7039,0,974,
2340,7157,0,86333,
2340,7169,1,0272,
2340,7175,1,2656,
2340,7208,0,703,
2340,7248,0,458,
2340,7318,1,12425,
2340,7326,1,102,
2340,7331,1,0225,
2340,7349,0,734,
2340,7375,0,7962,
2340,7379,0,9345,
2341,6278,0,674,
2341,6279,1,09493,
2341,6280,1,06,
2341,6281,1,068,
2341,6282,1,4365,
2341,6285,0,886,
2343,4501,0,928,
2343,5395,1,2144,
2343,6343,1,099,
2343,6693,0,92733,
2344,6248,1,084,
2344,6353,0,909,
2344,6474,0,97134,
2344,6681,0,96267,
2344,6747,1,231,
2344,6773,1,156,
2344,6774,1,18583,
2344,7102,0,734,
2345,5988,1,0725,
2345,6651,1,19566,
2345,7020,0,81,
2345,7145,0,94633,
2346,5195,0,873,
2346,5347,1,288,
2346,5395,1,09061,
2346,6343,1,09,
2347,4469,0,888,
2347,6411,1,0405,
2347,6964,0,848,
2347,7326,1,266,
2348,6213,0,592,
2348,6651,1,19884,
2348,6669,0,95057,
2348,6724,1,084,
2348,6921,0,98025,
2348,7017,1,1026,
2348,7020,1,321,
2348,7060,1,094,
2348,7101,0,8635,
2348,7145,1,176,
2348,7193,0,637,
2348,7206,0,978,
2348,7207,0,827,
2349,5058,0,895,
2349,5067,0,7525,
2349,5068,1,08824,
2349,5073,1,07283,
2349,5074,0,46,
2349,5075,1,05514,
2349,5076,1,05789,
2349,5077,0,98467,
2349,5078,0,99884,
2349,5079,0,862,
2349,5080,0,572,
2349,5101,1,02733,
2349,5102,1,1896,
2349,5103,0,9725,
2349,5104,0,97,
2349,5105,1,146,
2349,5106,1,23164,
2349,5107,1,2556,
2349,5108,0,9985,
2349,5109,1,4215,
2349,5110,0,922,
2349,5111,1,1165,
2349,5112,1,281,
2349,5113,0,79467,
2349,5114,1,03909,
2349,5115,1,07889,
2349,5116,1,13115,
2349,5117,1,3147,
2349,5133,1,34971,
2349,5134,1,07632,
2349,5135,0,9955,
2349,5136,1,12007,
2349,5137,0,9726,
2349,5138,1,0728,
2349,5139,1,21435,
2349,5140,1,008,
2349,5141,0,821,
2349,5142,1,13138,
2349,5143,0,95534,
2349,5144,1,27625,
2349,5754,0,75778,
2349,5755,0,533,
2349,6277,1,095,
2349,6283,0,78,
2349,6284,0,831,
2349,6313,0,715,
2349,7107,0,715,
2350,4501,1,067,
2350,4869,1,05933,
2350,6010,0,955,
2350,6621,0,9135,
2350,6680,0,90416,
2350,6959,1,25273,
2350,7155,0,694,
2350,7168,1,2395,
2351,4803,1,2573,
2351,5273,1,06591,
2351,5428,0,8325,
2351,7014,0,9765,
2352,6425,1,016,
2352,6556,1,06366,
2352,6680,1,31257,
2352,6707,0,839,
2352,6792,0,996,
2352,6981,1,03231,
2352,7104,1,2095,
2352,7105,0,969,
2352,7155,0,816,
2353,4501,1,03033,
2353,4869,0,988,
2353,6959,1,30518,
2353,7020,0,903,
2353,7039,0,959,
2353,7062,1,042,
2353,7103,1,174,
2354,4803,0,772,
2354,5273,0,90533,
2354,7310,1,241,
2354,7327,1,186,
2355,4869,1,138,
2355,7028,0,996,
2356,5154,0,669,
2356,5158,1,08725,
2356,5929,1,25094,
2356,6403,1,0365,
2356,6780,1,21033,
2356,7018,1,36786,
2356,7149,0,96333,
2356,7154,0,826,
2357,5752,1,2445,
2357,5973,1,15967,
2357,5996,0,976,
2357,6290,0,872,
2357,6615,1,015,
2357,6673,0,924,
2357,6736,0,84133,
2357,7010,1,0744,
2358,4690,0,828,
2358,4781,1,121,
2358,6686,1,22033,
2358,6782,0,904,
2358,6810,1,175,
2358,6896,1,018,
2358,7018,0,886,
2358,7020,0,978,
2358,7027,1,02,
2358,7118,0,904,
2358,7119,0,99933,
2358,7120,1,082,
2358,7121,0,744,
2358,7122,0,73,
2358,7123,1,129,
2358,7124,1,05933,
2359,5013,0,99367,
2359,6109,0,88,
2359,6192,1,0016,
2359,6248,1,04444,
2359,6342,1,02333,
2359,6352,0,99263,
2359,6353,1,046,
2359,6485,1,048,
2359,6714,1,0588,
2359,6715,0,962,
2359,6773,1,3405,
2359,6774,1,05,
2359,6898,1,116,
2359,7108,1,118,
2359,7109,0,718,
2360,6422,1,29333,
2360,7111,1,298,
2360,7112,0,839,
2360,7113,1,093,
2360,7115,0,702,
2360,7116,0,8715,
2360,7117,1,03333,
2361,6554,0,8,
2361,6587,1,1983,
2361,6618,0,736,
2361,6621,1,33034,
2361,6785,0,723,
2361,6787,1,00467,
2361,6789,1,23575,
2361,6798,1,07,
2361,6799,1,24833,
2361,6874,0,771,
2361,6947,1,0195,
2361,6968,0,604,
2361,7051,1,0355,
2361,7125,0,90467,
2362,6587,0,96733,
2362,6771,1,18375,
2362,6785,1,01333,
2362,6789,1,17333,
2362,6874,0,97,
2362,6947,1,092,
2362,7081,1,13633,
2362,7126,0,77,
2364,5005,1,0995,
2364,5752,1,18233,
2364,5974,0,807,
2364,5996,0,94667,
2364,6211,1,11571,
2364,6290,1,193,
2364,6425,0,919,
2364,6615,1,1152,
2364,6673,0,97133,
2364,6680,0,894,
2364,6736,0,92433,
2364,6792,1,07408,
2364,6981,1,2163,
2364,7010,1,259,
2364,7104,0,829,
2364,7105,0,81686,
2365,5153,1,18533,
2365,5154,0,90963,
